trip_distance,trip_duration,passenger_count,pickup_hour,is_weekend,fare_amount,traffic_condition_High,traffic_condition_Low,traffic_condition_Medium,traffic_condition_Very High,weather_condition_Clear,weather_condition_Cloudy,weather_condition_Foggy,weather_condition_Rainy,weather_condition_Snowy
1.04,1.89,1.0,12,0,4.14,0,1,0,0,0,0,0,1,0
5.47,9.21,1.0,22,1,17.51,0,1,0,0,1,0,0,0,0
0.5,1.22,3.0,11,1,4.19,0,1,0,0,1,0,0,0,0
19.2,29.56,3.0,21,0,45.5,0,1,0,0,1,0,0,0,0
2.4,6.72,1.0,16,0,11.11,0,0,1,0,0,1,0,0,0
8.69,9.74,2.0,1,0,27.96,0,1,0,0,0,0,0,1,0
2.99,7.01,2.0,12,0,11.01,0,0,1,0,1,0,0,0,0
5.87,11.56,1.0,0,0,28.32,1,0,0,0,1,0,0,0,0
6.33,13.43,1.0,18,0,35.55,1,0,0,0,0,0,0,1,0
1.64,4.92,4.0,10,1,15.27,0,0,0,1,0,0,0,1,0
11.94,23.45,1.0,0,0,43.49,0,0,1,0,0,1,0,0,0
7.29,12.83,4.0,7,0,29.48,0,0,1,0,0,1,0,0,0
20.4,29.16,1.0,5,0,57.56,0,1,0,0,0,0,0,1,0
0.74,1.0,6.0,16,1,5.47,0,1,0,0,1,0,0,0,0
1.75,1.33,1.0,11,0,7.6,1,0,0,0,1,0,0,0,0
0.5,1.0,2.0,0,1,9.25,1,0,0,0,0,0,0,1,0
3.15,6.53,2.0,2,0,16.73,0,0,1,0,1,0,0,0,0
3.94,8.6,1.0,13,0,14.29,0,0,1,0,0,1,0,0,0
2.53,3.02,1.0,7,0,11.06,0,0,1,0,1,0,0,0,0
14.12,18.9,4.0,10,0,36.32,0,1,0,0,1,0,0,0,0
3.53,9.64,2.0,13,1,21.44,0,0,0,1,1,0,0,0,0
2.64,6.33,1.0,7,1,19.07,1,0,0,0,0,0,1,0,0
6.26,9.92,1.0,2,0,19.58,0,1,0,0,0,0,1,0,0
1.22,1.0,1.0,6,0,6.76,0,1,0,0,1,0,0,0,0
12.96,23.97,1.0,18,0,45.64,0,0,1,0,1,0,0,0,0
0.62,4.06,5.0,3,1,8.49,0,1,0,0,1,0,0,0,0
11.84,27.47,5.0,12,0,55.76,1,0,0,0,1,0,0,0,0
1.77,4.32,1.0,19,0,10.6,0,0,1,0,1,0,0,0,0
0.5,1.0,2.0,18,0,6.85,0,1,0,0,0,0,0,1,0
13.52,32.66,1.0,4,0,70.54,1,0,0,0,0,0,0,1,0
9.82,15.73,3.0,22,0,35.76,0,0,1,0,1,0,0,0,0
10.45,20.86,1.0,4,0,38.45,0,0,1,0,0,1,0,0,0
11.8,22.21,1.0,19,1,40.72,0,0,1,0,0,1,0,0,0
0.62,1.0,2.0,23,0,5.01,0,1,0,0,1,0,0,0,0
3.55,9.63,1.0,3,0,25.98,1,0,0,0,0,0,0,1,0
0.99,1.0,2.0,1,1,6.75,0,0,1,0,1,0,0,0,0
15.91,23.56,2.0,12,0,39.73,0,1,0,0,1,0,0,0,0
7.81,12.98,2.0,15,0,20.73,0,1,0,0,1,0,0,0,0
3.21,4.09,6.0,21,0,14.37,0,0,1,0,0,0,1,0,0
0.53,1.0,1.0,1,0,10.04,1,0,0,0,0,1,0,0,0
2.98,7.84,1.0,18,0,16.07,0,0,1,0,1,0,0,0,0
3.15,3.18,3.0,16,0,18.57,1,0,0,0,0,0,0,1,0
10.46,18.53,2.0,4,1,30.49,0,1,0,0,1,0,0,0,0
8.12,12.3,1.0,17,0,31.78,0,0,1,0,0,0,1,0,0
5.11,10.58,1.0,20,0,29.22,1,0,0,0,0,1,0,0,0
1.02,3.12,1.0,17,1,8.92,0,0,1,0,0,0,0,1,0
9.99,15.58,1.0,7,0,27.5,0,1,0,0,0,1,0,0,0
11.44,17.25,1.0,14,0,32.37,0,1,0,0,0,0,1,0,0
6.59,14.45,1.0,12,0,34.82,1,0,0,0,0,0,0,1,0
11.79,20.81,1.0,12,0,29.42,0,1,0,0,1,0,0,0,0
5.45,9.72,1.0,15,0,16.74,0,1,0,0,1,0,0,0,0
5.92,11.23,1.0,21,1,16.88,0,1,0,0,1,0,0,0,0
4.46,7.52,1.0,19,0,17.95,0,0,1,0,1,0,0,0,0
0.5,1.0,2.0,12,0,5.43,1,0,0,0,1,0,0,0,0
0.91,3.41,1.0,19,0,8.4,0,1,0,0,1,0,0,0,0
0.5,1.65,1.0,1,1,7.58,0,0,1,0,1,0,0,0,0
8.09,12.5,1.0,2,0,26.05,0,1,0,0,0,0,0,1,0
3.02,4.53,1.0,14,1,13.78,0,0,1,0,0,0,0,1,0
5.68,7.82,1.0,22,1,15.59,0,1,0,0,1,0,0,0,0
19.05,27.38,1.0,18,0,49.03,0,1,0,0,1,0,0,0,0
2.29,4.38,2.0,12,0,9.65,0,0,1,0,1,0,0,0,0
4.23,7.56,2.0,4,1,27.18,1,0,0,0,0,0,0,1,0
11.27,27.73,5.0,21,0,53.01,1,0,0,0,0,1,0,0,0
2.08,7.97,1.0,5,0,18.47,0,0,1,0,0,0,0,0,1
0.64,1.0,1.0,13,1,4.13,0,1,0,0,0,0,1,0,0
2.74,1.95,1.0,3,1,12.87,0,0,1,0,0,0,1,0,0
1.41,2.44,1.0,21,1,7.01,0,0,1,0,1,0,0,0,0
8.03,18.26,1.0,6,0,29.3,0,0,1,0,1,0,0,0,0
16.41,32.4,2.0,3,0,58.53,0,0,1,0,0,1,0,0,0
13.02,26.65,4.0,1,0,58.92,1,0,0,0,1,0,0,0,0
1.65,1.0,5.0,6,0,8.37,0,0,1,0,1,0,0,0,0
17.85,34.28,1.0,2,0,64.86,0,0,1,0,0,0,1,0,0
6.2,8.39,1.0,14,1,17.27,0,1,0,0,0,1,0,0,0
13.18,27.74,3.0,0,1,50.87,0,0,1,0,0,0,0,1,0
18.11,25.29,1.0,1,1,44.62,0,1,0,0,0,1,0,0,0
3.06,7.66,1.0,9,0,14.53,0,0,1,0,0,1,0,0,0
0.93,1.0,2.0,15,0,7.82,0,0,1,0,0,0,0,1,0
2.07,5.34,1.0,14,1,14.67,1,0,0,0,0,0,0,0,1
4.46,8.71,1.0,23,0,30.84,1,0,0,0,0,0,0,0,1
15.77,25.8,1.0,13,0,39.22,0,1,0,0,0,1,0,0,0
0.5,1.44,1.0,21,0,5.92,0,0,1,0,1,0,0,0,0
5.72,14.54,3.0,13,0,21.29,0,0,1,0,1,0,0,0,0
4.32,8.6,2.0,5,1,23.61,1,0,0,0,1,0,0,0,0
2.01,3.96,2.0,13,1,10.49,0,0,1,0,1,0,0,0,0
1.02,3.22,5.0,16,0,6.41,0,1,0,0,1,0,0,0,0
3.3,4.29,2.0,17,0,15.5,0,0,1,0,1,0,0,0,0
3.12,8.58,2.0,18,0,24.45,1,0,0,0,0,1,0,0,0
5.85,12.83,2.0,16,0,22.43,0,0,1,0,1,0,0,0,0
9.71,24.86,1.0,15,1,50.72,1,0,0,0,1,0,0,0,0
3.62,3.69,1.0,7,1,13.43,0,1,0,0,1,0,0,0,0
2.32,2.03,3.0,11,0,8.69,0,1,0,0,1,0,0,0,0
5.5,7.9,1.0,8,1,20.16,0,1,0,0,0,0,0,0,1
2.86,8.94,6.0,13,0,19.27,1,0,0,0,0,1,0,0,0
2.68,6.08,1.0,19,1,14.88,0,0,1,0,1,0,0,0,0
0.5,1.51,1.0,0,0,9.43,0,0,0,1,1,0,0,0,0
7.52,12.18,1.0,9,1,24.62,0,1,0,0,0,0,1,0,0
5.59,11.52,1.0,16,0,19.33,0,0,1,0,0,1,0,0,0
0.5,1.68,1.0,16,0,6.09,0,0,1,0,1,0,0,0,0
2.61,4.92,1.0,16,0,16.82,1,0,0,0,0,0,1,0,0
19.11,10.58,2.0,3,0,71.46,0,0,1,0,0,0,0,1,0
2.19,3.66,1.0,16,0,12.61,0,0,1,0,0,0,0,1,0
1.25,1.0,2.0,17,0,6.75,0,1,0,0,0,0,1,0,0
5.38,13.75,3.0,19,1,32.71,1,0,0,0,0,0,0,1,0
2.22,4.46,1.0,1,0,10.0,0,1,0,0,0,1,0,0,0
8.92,13.1,2.0,7,0,34.67,0,0,1,0,0,0,0,1,0
11.47,20.24,1.0,12,1,36.69,0,0,1,0,1,0,0,0,0
2.17,3.29,4.0,22,0,11.13,0,1,0,0,1,0,0,0,0
10.42,12.76,4.0,21,0,24.72,0,1,0,0,1,0,0,0,0
3.67,8.6,1.0,19,1,23.87,1,0,0,0,1,0,0,0,0
8.0,12.94,1.0,21,0,22.02,0,1,0,0,1,0,0,0,0
8.03,14.86,1.0,14,0,25.06,0,1,0,0,0,0,0,1,0
6.14,12.85,1.0,19,0,23.11,0,1,0,0,1,0,0,0,0
0.76,1.0,1.0,22,1,12.69,0,0,0,1,1,0,0,0,0
14.43,21.41,2.0,8,0,39.37,0,1,0,0,0,0,0,1,0
3.09,6.98,1.0,2,1,19.6,1,0,0,0,0,1,0,0,0
1.65,10.58,1.0,2,1,12.29,1,0,0,0,1,0,0,0,0
0.5,1.13,5.0,1,0,8.09,0,0,1,0,1,0,0,0,0
7.15,13.25,2.0,0,1,28.01,0,0,1,0,1,0,0,0,0
9.05,22.27,1.0,13,0,45.42,1,0,0,0,0,0,0,1,0
0.5,3.88,2.0,16,0,5.99,1,0,0,0,1,0,0,0,0
5.74,13.61,1.0,12,0,25.61,1,0,0,0,1,0,0,0,0
2.05,3.79,4.0,18,1,13.66,1,0,0,0,1,0,0,0,0
8.29,10.58,1.0,22,0,32.74,0,0,1,0,0,0,1,0,0
1.53,7.64,1.0,14,0,14.37,1,0,0,0,0,0,0,1,0
9.39,15.9,2.0,13,0,26.78,0,1,0,0,0,1,0,0,0
3.91,8.13,1.0,1,0,18.19,0,0,1,0,0,0,1,0,0
1.18,4.99,1.0,16,0,8.55,0,1,0,0,0,1,0,0,0
3.34,4.69,2.0,17,0,13.38,0,1,0,0,1,0,0,0,0
0.96,1.0,1.0,5,0,6.98,0,1,0,0,1,0,0,0,0
16.79,36.58,2.0,7,0,84.85,1,0,0,0,0,0,0,1,0
2.39,5.02,1.0,1,1,12.46,0,0,1,0,1,0,0,0,0
8.63,22.75,1.0,0,1,42.83,1,0,0,0,1,0,0,0,0
13.6,17.05,2.0,15,0,33.48,0,1,0,0,1,0,0,0,0
6.48,7.92,2.0,6,0,19.17,0,1,0,0,0,0,0,1,0
6.03,10.77,1.0,21,1,16.92,0,1,0,0,1,0,0,0,0
2.22,3.16,2.0,23,0,11.89,0,0,1,0,0,1,0,0,0
0.78,2.29,1.0,10,0,7.12,0,0,1,0,0,0,1,0,0
18.45,36.37,1.0,12,0,69.28,0,0,1,0,0,0,0,1,0
8.02,13.74,1.0,23,0,27.74,0,0,1,0,1,0,0,0,0
3.31,1.0,6.0,1,0,10.99,0,1,0,0,0,1,0,0,0
3.44,5.95,1.0,13,1,13.09,0,1,0,0,0,0,0,1,0
10.36,12.4,3.0,23,0,25.1,0,1,0,0,1,0,0,0,0
17.45,32.63,6.0,8,1,64.3,0,0,1,0,0,0,1,0,0
12.11,17.57,1.0,6,1,31.11,0,1,0,0,1,0,0,0,0
8.22,16.79,4.0,17,1,31.4,0,0,1,0,0,1,0,0,0
0.7,1.0,5.0,23,1,7.83,0,0,1,0,1,0,0,0,0
1.41,1.71,1.0,8,0,7.52,0,1,0,0,0,1,0,0,0
18.31,35.23,1.0,22,1,63.75,0,0,1,0,0,1,0,0,0
7.46,17.85,1.0,3,1,38.95,1,0,0,0,0,1,0,0,0
0.5,1.0,2.0,8,0,8.43,0,0,1,0,1,0,0,0,0
0.86,1.04,2.0,3,0,9.68,1,0,0,0,0,1,0,0,0
8.71,16.15,1.0,11,0,22.5,0,1,0,0,1,0,0,0,0
0.5,2.99,3.0,3,1,12.31,1,0,0,0,1,0,0,0,0
1.4,2.66,1.0,23,0,14.48,0,0,0,1,0,1,0,0,0
6.37,14.64,3.0,19,0,27.48,0,0,1,0,0,1,0,0,0
9.42,15.64,1.0,13,0,25.22,0,1,0,0,1,0,0,0,0
8.44,16.8,2.0,23,0,32.7,0,0,1,0,0,1,0,0,0
2.03,10.58,1.0,23,0,11.03,0,0,1,0,0,1,0,0,0
9.96,12.65,1.0,6,0,25.38,0,1,0,0,1,0,0,0,0
2.17,8.06,2.0,12,1,16.92,1,0,0,0,0,1,0,0,0
3.15,6.63,1.0,21,0,8.92,0,1,0,0,0,0,1,0,0
10.98,16.96,1.0,7,0,31.14,0,1,0,0,0,1,0,0,0
8.39,19.99,4.0,22,0,43.96,1,0,0,0,0,0,0,1,0
15.14,35.02,1.0,4,0,68.63,1,0,0,0,1,0,0,0,0
8.57,11.72,3.0,11,0,26.04,0,1,0,0,0,0,0,1,0
6.72,16.69,1.0,12,0,32.48,1,0,0,0,0,1,0,0,0
0.79,1.0,1.0,19,0,12.35,0,0,0,1,0,1,0,0,0
3.67,5.81,1.0,13,0,10.97,0,1,0,0,0,0,1,0,0
2.47,10.58,6.0,17,0,11.72,0,0,1,0,1,0,0,0,0
2.24,5.98,1.0,23,0,15.37,1,0,0,0,1,0,0,0,0
4.0,6.81,6.0,3,0,16.39,0,1,0,0,0,0,0,1,0
17.81,28.1,1.0,20,0,48.03,0,1,0,0,0,0,0,1,0
7.98,14.67,2.0,17,1,35.13,1,0,0,0,1,0,0,0,0
5.59,13.15,1.0,14,0,27.5,1,0,0,0,0,1,0,0,0
6.88,20.35,1.0,20,0,46.31,0,0,0,1,1,0,0,0,0
5.43,9.12,1.0,5,0,19.81,0,0,1,0,1,0,0,0,0
1.74,7.26,3.0,15,0,15.2,0,0,0,1,1,0,0,0,0
10.25,24.33,3.0,19,1,49.54,1,0,0,0,0,1,0,0,0
2.64,6.03,1.0,23,1,23.7,0,0,0,1,0,1,0,0,0
0.5,1.0,1.0,7,1,5.29,0,1,0,0,1,0,0,0,0
8.3,21.1,4.0,20,1,42.31,1,0,0,0,0,1,0,0,0
1.56,2.17,1.0,15,1,5.57,0,1,0,0,0,0,1,0,0
3.7,6.51,4.0,16,0,11.89,0,1,0,0,0,0,1,0,0
0.5,1.0,1.0,8,0,11.47,0,0,0,1,0,1,0,0,0
4.47,12.75,1.0,19,1,38.32,0,0,0,1,0,0,0,1,0
15.34,27.27,2.0,11,1,51.04,0,0,1,0,0,1,0,0,0
2.79,3.63,1.0,18,0,10.33,0,1,0,0,1,0,0,0,0
3.89,6.49,1.0,15,1,15.52,0,0,1,0,1,0,0,0,0
15.24,30.02,3.0,21,0,50.13,0,0,1,0,1,0,0,0,0
3.05,1.25,2.0,23,0,13.53,0,0,1,0,1,0,0,0,0
1.49,1.25,1.0,16,1,8.24,0,0,1,0,0,0,0,1,0
6.51,11.36,2.0,19,0,22.66,0,1,0,0,0,0,1,0,0
9.53,11.87,2.0,0,0,25.1,0,1,0,0,1,0,0,0,0
6.75,14.33,1.0,1,0,40.53,1,0,0,0,0,0,0,0,1
0.82,2.12,1.0,7,0,7.54,0,1,0,0,0,1,0,0,0
7.64,13.82,3.0,21,0,30.07,0,0,1,0,0,0,1,0,0
1.21,3.78,2.0,18,1,15.53,1,0,0,0,0,0,0,1,0
5.84,11.7,1.0,8,0,25.82,0,0,1,0,0,0,0,1,0
16.79,22.66,2.0,8,0,40.24,0,1,0,0,1,0,0,0,0
10.8,20.44,3.0,12,0,34.73,0,0,1,0,1,0,0,0,0
9.55,24.62,1.0,5,0,56.24,0,0,0,1,1,0,0,0,0
9.7,29.99,1.0,14,1,58.18,0,0,0,1,1,0,0,0,0
3.56,7.8,2.0,18,0,16.38,0,1,0,0,0,0,0,0,1
2.78,5.89,3.0,20,1,18.87,1,0,0,0,1,0,0,0,0
13.26,22.02,1.0,14,0,36.72,0,1,0,0,0,0,0,1,0
13.29,18.42,2.0,17,0,41.12,0,1,0,0,0,0,0,1,0
16.14,29.98,2.0,6,0,54.17,0,0,1,0,1,0,0,0,0
19.56,28.17,2.0,10,0,50.12,0,1,0,0,0,1,0,0,0
5.73,13.27,2.0,7,0,31.68,1,0,0,0,1,0,0,0,0
5.57,16.01,2.0,5,0,35.43,0,0,0,1,1,0,0,0,0
12.81,19.21,1.0,7,0,41.98,0,1,0,0,0,0,0,0,1
8.4,12.42,1.0,1,1,24.36,0,1,0,0,1,0,0,0,0
9.68,18.4,2.0,18,1,36.62,0,0,1,0,1,0,0,0,0
12.71,26.34,1.0,15,0,49.45,0,0,1,0,0,0,0,1,0
3.3,11.51,2.0,9,0,23.58,1,0,0,0,0,1,0,0,0
3.77,6.37,1.0,11,1,17.55,0,0,1,0,0,0,0,1,0
0.79,1.33,2.0,16,0,4.74,0,0,1,0,1,0,0,0,0
6.91,18.72,1.0,6,0,37.75,1,0,0,0,0,0,0,1,0
0.5,1.96,1.0,21,0,3.75,0,1,0,0,0,0,1,0,0
5.01,15.35,1.0,7,0,35.71,0,0,0,1,1,0,0,0,0
6.26,11.88,4.0,6,0,15.26,0,1,0,0,0,1,0,0,0
2.7,4.73,1.0,3,0,12.1,0,0,1,0,1,0,0,0,0
7.15,12.56,2.0,2,1,20.74,0,1,0,0,1,0,0,0,0
0.5,1.0,1.0,18,0,6.68,0,0,1,0,1,0,0,0,0
0.5,1.77,1.0,14,0,4.77,0,0,1,0,0,1,0,0,0
13.83,33.28,1.0,3,0,66.45,1,0,0,0,0,0,1,0,0
3.57,10.59,3.0,8,0,22.96,1,0,0,0,0,1,0,0,0
1.09,3.46,1.0,12,1,9.24,0,0,1,0,0,0,0,1,0
5.91,11.49,1.0,17,1,23.59,0,0,1,0,1,0,0,0,0
11.76,26.71,2.0,20,0,55.83,1,0,0,0,1,0,0,0,0
1.94,3.85,1.0,15,0,15.13,1,0,0,0,0,0,0,0,1
7.8,11.06,1.0,0,0,22.96,0,1,0,0,0,0,1,0,0
0.71,1.0,1.0,3,0,9.41,1,0,0,0,1,0,0,0,0
0.5,4.91,1.0,17,0,12.36,0,0,0,1,0,1,0,0,0
6.06,13.36,2.0,7,1,23.84,0,0,1,0,1,0,0,0,0
6.22,12.17,1.0,19,0,25.83,0,0,1,0,0,1,0,0,0
8.12,16.85,1.0,15,0,32.83,0,0,1,0,0,0,0,1,0
10.36,20.93,4.0,20,1,44.6,0,0,1,0,0,0,0,1,0
5.81,12.17,3.0,19,1,24.23,0,0,1,0,1,0,0,0,0
3.12,11.43,4.0,20,0,26.94,0,0,0,1,1,0,0,0,0
12.69,22.44,2.0,20,1,51.43,0,0,1,0,0,0,0,1,0
2.53,1.0,2.0,20,0,11.3,0,1,0,0,0,1,0,0,0
4.62,8.42,2.0,18,0,26.85,1,0,0,0,0,0,1,0,0
0.65,1.03,3.0,22,0,8.7,0,0,1,0,0,0,0,1,0
0.5,1.0,2.0,18,0,7.61,0,0,1,0,1,0,0,0,0
14.46,20.38,3.0,18,1,39.82,0,1,0,0,0,1,0,0,0
9.53,27.16,3.0,10,1,55.04,0,0,0,1,1,0,0,0,0
4.21,6.87,3.0,2,0,17.6,0,0,1,0,1,0,0,0,0
1.52,3.46,1.0,7,0,15.91,1,0,0,0,0,0,0,0,1
1.36,3.76,1.0,19,1,10.82,0,0,1,0,0,1,0,0,0
2.3,3.43,1.0,18,1,16.47,1,0,0,0,0,0,0,1,0
6.37,12.51,1.0,9,0,26.6,0,0,1,0,0,1,0,0,0
10.03,17.1,1.0,15,1,32.56,0,0,1,0,1,0,0,0,0
8.64,24.61,1.0,4,0,59.23,0,0,0,1,0,0,0,1,0
2.63,4.77,1.0,19,0,15.12,0,0,1,0,1,0,0,0,0
10.71,16.43,2.0,7,1,31.0,0,1,0,0,1,0,0,0,0
6.47,14.61,4.0,10,0,25.65,0,0,1,0,0,1,0,0,0
7.57,17.55,1.0,15,0,35.85,1,0,0,0,1,0,0,0,0
4.35,8.86,2.0,6,0,25.44,1,0,0,0,0,0,0,1,0
2.28,6.13,1.0,14,0,10.23,0,0,1,0,1,0,0,0,0
3.52,10.69,1.0,23,0,30.81,0,0,0,1,0,0,0,1,0
11.35,23.05,2.0,20,0,43.39,0,0,1,0,0,1,0,0,0
0.5,1.0,2.0,19,0,7.49,0,0,1,0,1,0,0,0,0
0.99,1.0,3.0,22,0,8.74,0,0,1,0,1,0,0,0,0
0.5,5.43,1.0,16,1,6.73,0,0,1,0,1,0,0,0,0
0.5,1.0,1.0,5,0,7.37,0,0,1,0,1,0,0,0,0
15.47,26.68,1.0,14,1,53.86,0,0,1,0,0,0,0,1,0
9.73,29.16,1.0,7,0,61.22,0,0,0,1,1,0,0,0,0
5.14,5.82,1.0,6,0,15.05,0,1,0,0,0,1,0,0,0
0.82,1.0,1.0,1,0,7.23,0,1,0,0,0,1,0,0,0
5.41,8.36,1.0,12,0,14.13,0,1,0,0,1,0,0,0,0
5.13,9.33,1.0,22,0,21.14,0,0,1,0,0,1,0,0,0
1.52,2.12,2.0,5,1,9.19,0,0,1,0,0,0,0,1,0
4.55,10.0,1.0,4,1,15.22,0,1,0,0,1,0,0,0,0
4.07,7.41,1.0,19,0,18.94,0,0,1,0,0,1,0,0,0
7.65,12.54,1.0,0,0,28.94,0,0,1,0,1,0,0,0,0
8.06,20.69,1.0,17,1,41.77,1,0,0,0,1,0,0,0,0
0.5,1.0,2.0,14,0,7.39,0,0,0,1,1,0,0,0,0
3.76,6.83,2.0,22,0,15.67,0,0,1,0,1,0,0,0,0
7.86,9.98,1.0,9,1,24.63,0,1,0,0,0,0,0,1,0
5.6,8.82,1.0,2,1,20.73,0,1,0,0,0,1,0,0,0
15.53,36.19,3.0,4,0,67.48,1,0,0,0,1,0,0,0,0
8.6,19.94,1.0,23,0,40.79,1,0,0,0,0,1,0,0,0
1.42,2.43,2.0,12,0,6.29,0,1,0,0,0,1,0,0,0
0.59,2.74,1.0,7,1,9.0,0,0,1,0,1,0,0,0,0
8.23,20.54,1.0,21,1,43.57,1,0,0,0,0,0,0,1,0
0.5,1.0,5.0,20,0,8.78,0,0,1,0,1,0,0,0,0
7.05,11.87,2.0,1,1,26.32,0,0,1,0,0,0,1,0,0
6.85,11.28,1.0,16,0,22.06,0,0,1,0,0,1,0,0,0
3.93,10.12,1.0,17,1,25.78,1,0,0,0,0,0,1,0,0
8.25,20.86,1.0,12,0,43.34,1,0,0,0,0,0,0,1,0
4.9,8.11,5.0,0,0,25.67,1,0,0,0,1,0,0,0,0
6.31,11.02,4.0,11,0,21.39,0,0,1,0,0,1,0,0,0
3.9,7.02,1.0,19,0,16.05,0,0,1,0,0,1,0,0,0
1.74,5.47,2.0,7,0,11.81,0,0,1,0,1,0,0,0,0
0.58,1.0,2.0,14,1,4.51,0,0,1,0,0,1,0,0,0
0.85,5.96,2.0,2,0,14.73,0,0,0,1,1,0,0,0,0
0.5,1.0,2.0,5,0,8.59,0,0,0,1,1,0,0,0,0
0.79,1.0,2.0,12,0,4.16,0,0,1,0,0,1,0,0,0
9.19,12.88,5.0,11,1,24.54,0,1,0,0,0,1,0,0,0
0.59,1.0,1.0,18,0,8.67,0,0,1,0,0,1,0,0,0
3.07,8.17,4.0,17,0,24.88,0,0,0,1,1,0,0,0,0
14.91,26.89,1.0,23,1,54.15,0,0,1,0,0,0,1,0,0
0.5,1.0,1.0,0,0,11.17,0,0,0,1,0,1,0,0,0
13.48,19.78,1.0,6,1,35.74,0,1,0,0,1,0,0,0,0
2.65,3.79,2.0,11,1,13.78,0,0,1,0,0,0,0,0,1
1.01,3.26,1.0,9,0,8.85,0,0,1,0,0,0,1,0,0
9.55,17.97,3.0,11,0,30.21,0,0,1,0,1,0,0,0,0
7.93,22.16,2.0,10,0,45.91,0,0,0,1,0,1,0,0,0
16.8,31.36,1.0,3,0,59.26,0,0,1,0,0,1,0,0,0
10.63,18.17,2.0,18,1,29.08,0,1,0,0,1,0,0,0,0
13.02,23.45,4.0,5,1,45.54,0,0,1,0,1,0,0,0,0
2.65,3.61,1.0,8,0,16.27,1,0,0,0,0,1,0,0,0
1.56,1.0,1.0,19,0,10.04,0,0,1,0,1,0,0,0,0
11.11,25.36,4.0,9,0,58.78,1,0,0,0,0,0,0,1,0
13.15,20.69,2.0,4,0,33.97,0,1,0,0,1,0,0,0,0
4.26,9.69,1.0,8,0,16.63,0,1,0,0,0,0,0,1,0
3.72,7.06,1.0,1,0,13.9,0,1,0,0,0,0,0,1,0
11.98,20.7,4.0,17,0,42.62,0,0,1,0,1,0,0,0,0
3.33,9.08,1.0,20,0,29.85,0,0,0,1,0,0,0,1,0
15.64,22.84,4.0,23,1,40.03,0,1,0,0,0,1,0,0,0
4.48,7.19,1.0,20,0,18.39,0,0,1,0,1,0,0,0,0
11.12,16.22,1.0,11,1,40.3,0,0,1,0,0,0,0,1,0
11.24,30.35,1.0,9,0,57.54,1,0,0,0,1,0,0,0,0
0.87,1.27,1.0,1,1,11.77,1,0,0,0,0,1,0,0,0
18.63,23.73,1.0,8,1,51.34,0,1,0,0,0,0,0,1,0
