trip_distance,trip_duration,passenger_count,pickup_hour,is_weekend,fare_amount,traffic_condition_High,traffic_condition_Low,traffic_condition_Medium,traffic_condition_Very High,weather_condition_Clear,weather_condition_Cloudy,weather_condition_Foggy,weather_condition_Rainy,weather_condition_Snowy
1.2632176738020624,1.0483384959867323,1.0,12,0,29.42,0,1,0,0,1,0,0,0,0
-0.08718579316316608,-0.1943585238801033,1.0,15,0,16.74,0,1,0,0,1,0,0,0,0
0.012922981201764074,-0.025154511256214946,1.0,21,1,16.88,0,1,0,0,1,0,0,0,0
-0.298053211506317,-0.44088092637848386,1.0,19,0,17.95,0,0,1,0,1,0,0,0,0
-1.1415228848789205,-1.171483682873684,2.0,12,0,5.43,1,0,0,0,1,0,0,0,0
-1.0541939540499388,-0.9014295965004582,1.0,19,0,8.4,0,1,0,0,1,0,0,0,0
-1.1415228848789205,-1.0986475184991624,1.0,1,1,7.58,0,0,1,0,1,0,0,0,0
0.4751273224185695,0.11715614836785007,1.0,2,0,26.05,0,1,0,0,0,0,0,1,0
-0.6047694563690819,-0.7759272825012826,1.0,14,1,13.78,0,0,1,0,0,0,0,1,0
-0.038196392942030116,-0.40726423512870463,1.0,22,1,15.59,0,1,0,0,1,0,0,0,0
2.8095787416518356,1.7845440343568957,1.0,18,0,49.03,0,1,0,0,1,0,0,0,0
-0.7602575527231223,-0.7927356281261723,2.0,12,0,9.65,0,0,1,0,1,0,0,0,0
-0.34704261172745293,-0.4363987008785133,2.0,4,1,27.18,1,0,0,0,0,0,0,1,0
1.152459029823842,1.8237635074816383,5.0,21,0,53.01,1,0,0,0,0,1,0,0,0
-0.8049870050989423,-0.3904558895038151,1.0,5,0,18.47,0,0,1,0,0,0,0,0,1
-1.1117032499617072,-1.171483682873684,1.0,13,1,4.13,0,1,0,0,0,0,1,0,0
-0.6644087262035083,-1.0650308272493834,1.0,3,1,12.87,0,0,1,0,0,0,1,0,0
-0.9476952579170342,-1.0101235648747442,1.0,21,1,7.01,0,0,1,0,1,0,0,0,0
0.46234747888262084,0.7625966203636099,1.0,6,0,29.3,0,0,1,0,1,0,0,0,0
2.2472656260701,2.3470633346032,2.0,3,0,58.53,0,0,1,0,0,1,0,0,0
1.5252044662890076,1.702743418982433,4.0,1,0,58.92,1,0,0,0,1,0,0,0,0
-0.89657588377324,-1.171483682873684,5.0,6,0,8.37,0,0,1,0,1,0,0,0,0
2.553981870932865,2.5577279331018166,1.0,2,0,64.86,0,0,1,0,0,0,1,0,0
0.07256225103619063,-0.3433925217541242,1.0,14,1,17.27,0,1,0,0,0,1,0,0,0
1.559284049051537,1.8248840638566306,3.0,0,1,50.87,0,0,1,0,0,0,0,1,0
2.609361192921975,1.5503477519834343,1.0,1,1,44.62,0,1,0,0,0,1,0,0,0
-0.5962495606784495,-0.42519313712858686,1.0,9,0,14.53,0,0,1,0,0,1,0,0,0
-1.0499340062046227,-1.171483682873684,2.0,15,0,7.82,0,0,1,0,0,0,0,1,0
-0.8071169790216004,-0.685162216126879,1.0,14,1,14.67,1,0,0,0,0,0,0,0,1
-0.298053211506317,-0.30753471775435975,1.0,23,0,30.84,1,0,0,0,0,0,0,0,1
2.110947295019982,1.607496127108059,1.0,13,0,39.22,0,1,0,0,0,1,0,0,0
-1.1415228848789205,-1.122179202374008,1.0,21,0,5.92,0,0,1,0,1,0,0,0,0
-0.029676497251397753,0.3457496488663482,3.0,13,0,21.29,0,0,1,0,1,0,0,0,0
-0.32787284642353015,-0.31986083787927894,2.0,5,1,23.61,1,0,0,0,1,0,0,0,0
-0.8198968225575489,-0.839798995875863,2.0,13,1,10.49,0,0,1,0,1,0,0,0,0
-1.0307642409006998,-0.9227201676253182,5.0,16,0,6.41,0,1,0,0,1,0,0,0,0
-0.5451301865346554,-0.8028206355011059,2.0,17,0,15.5,0,0,1,0,1,0,0,0,0
-0.583469717142501,-0.3221019506292641,2.0,18,0,24.45,1,0,0,0,0,1,0,0,0
-0.0019868362568426124,0.15413450874260715,2.0,16,0,22.43,0,0,1,0,1,0,0,0,0
0.8201830978891802,1.502163827858751,1.0,15,1,50.72,1,0,0,0,1,0,0,0,0
-0.4769710210095965,-0.8700540180006643,1.0,7,1,13.43,0,1,0,0,1,0,0,0,0
-0.7538676309551482,-1.0560663762494422,3.0,11,0,8.69,0,1,0,0,1,0,0,0,0
-0.07653592354987566,-0.3982997841287635,1.0,8,1,20.16,0,1,0,0,0,0,0,0,1
-0.6388490391316113,-0.28176192112952925,6.0,13,0,19.27,1,0,0,0,0,1,0,0,0
-0.6771885697394568,-0.6022410443774238,1.0,19,1,14.88,0,0,1,0,1,0,0,0,0
-1.1415228848789205,-1.1143353077490594,1.0,0,0,9.43,0,0,0,1,1,0,0,0,0
0.3537188088270583,0.08129834436808561,1.0,9,1,24.62,0,1,0,0,0,0,1,0,0
-0.0573661582459529,0.00734162361857147,1.0,16,0,19.33,0,0,1,0,0,1,0,0,0
-1.1415228848789205,-1.0952858493741846,1.0,16,0,6.09,0,0,1,0,1,0,0,0,0
-0.6920983871980636,-0.7322255838765698,1.0,16,0,16.82,1,0,0,0,0,0,1,0,0
2.822358585187784,-0.09799067563073648,2.0,3,0,71.46,0,0,1,0,0,0,0,1,0
-0.7815572919497034,-0.8734156871256422,1.0,16,0,12.61,0,0,1,0,0,0,0,1,0
-0.9817748406795637,-1.171483682873684,2.0,17,0,6.75,0,1,0,0,0,0,1,0,0
-0.10209561062177276,0.25722569524192984,3.0,19,1,32.71,1,0,0,0,0,0,0,1,0
-0.775167370181729,-0.7837711771262311,1.0,1,0,10.0,0,1,0,0,0,1,0,0,0
0.651915157999191,0.18438953086740834,2.0,7,0,34.67,0,0,1,0,0,0,0,1,0
1.195058508277004,0.9844667826121519,1.0,12,1,36.69,0,0,1,0,1,0,0,0,0
-0.7858172397950195,-0.9148762730003699,4.0,22,0,11.13,0,1,0,0,1,0,0,0,0
0.9714112463979043,0.14629061411765865,4.0,21,0,24.72,0,1,0,0,1,0,0,0,0
-0.4663211513963061,-0.31986083787927894,1.0,19,1,23.87,1,0,0,0,1,0,0,0,0
0.4559575571146467,0.1664606288675261,1.0,21,0,22.02,0,1,0,0,1,0,0,0,0
0.46234747888262084,0.38160745286611264,1.0,14,0,25.06,0,1,0,0,0,0,0,1,0
0.05978240750024199,0.15637562149259238,1.0,19,0,23.11,0,1,0,0,1,0,0,0,0
-1.0861435628898102,-1.171483682873684,1.0,22,1,12.69,0,0,0,1,1,0,0,0,0
1.8255307893837982,1.115571878486291,2.0,8,0,39.37,0,1,0,0,0,0,0,1,0
-0.5898596389104753,-0.5013909706280862,1.0,2,1,19.6,1,0,0,0,0,1,0,0,0
-0.89657588377324,-0.09799067563073648,1.0,2,1,12.29,1,0,0,0,1,0,0,0,0
-1.1415228848789205,-1.1569164499987799,5.0,1,0,8.09,0,0,1,0,1,0,0,0,0
0.27490977368870917,0.20119787649229795,2.0,0,1,28.01,0,0,1,0,1,0,0,0,0
0.6796048189937463,1.2119397267356578,1.0,13,0,45.42,1,0,0,0,0,0,0,1,0
-1.1415228848789205,-0.8487634468758042,2.0,16,0,5.99,1,0,0,0,1,0,0,0,0
-0.025416549406081478,0.24153790599203287,1.0,12,0,25.61,1,0,0,0,1,0,0,0,0
-0.8113769268669165,-0.8588484542507379,4.0,18,1,13.66,1,0,0,0,1,0,0,0,0
0.5177268008717312,-0.09799067563073648,1.0,22,0,32.74,0,0,1,0,0,0,1,0,0
-0.9221355708451372,-0.4274342498785722,1.0,14,0,14.37,1,0,0,0,0,0,0,1,0
0.7520239323641212,0.49814531586534716,2.0,13,0,26.78,0,1,0,0,0,1,0,0,0
-0.4152017772525119,-0.37252698750393276,1.0,1,0,18.19,0,0,1,0,0,0,1,0,0
-0.9966846581381704,-0.7243816892516213,1.0,16,0,8.55,0,1,0,0,0,1,0,0,0
-0.536610290844023,-0.7579983805014004,2.0,17,0,13.38,0,1,0,0,1,0,0,0,0
-1.0435440844366484,-1.171483682873684,1.0,5,0,6.98,0,1,0,0,1,0,0,0,0
2.328204635131107,2.815455899350123,2.0,7,0,84.85,1,0,0,0,0,0,0,1,0
-0.7389578134965414,-0.7210200201266435,1.0,1,1,12.46,0,0,1,0,1,0,0,0,0
0.5901459142421065,1.2657264327353044,1.0,0,1,42.83,1,0,0,0,1,0,0,0,0
1.6487429538031768,0.6270092989895006,2.0,15,0,33.48,0,1,0,0,1,0,0,0,0
0.1322015208706172,-0.39605867137877826,2.0,6,0,19.17,0,1,0,0,0,0,0,1,0
0.03635269435100313,-0.0767001045058764,1.0,21,1,16.92,0,1,0,0,1,0,0,0,0
-0.775167370181729,-0.9294435058752741,2.0,23,0,11.89,0,0,1,0,0,1,0,0,0
-1.081883615044494,-1.0269319104996337,1.0,10,0,7.12,0,0,1,0,0,0,1,0,0
2.68178030629235,2.7919242154752775,1.0,12,0,69.28,0,0,1,0,0,0,0,1,0
0.4602175049599628,0.25610513886693725,1.0,23,0,27.74,0,0,1,0,1,0,0,0,0
-0.5430002126119973,-1.171483682873684,6.0,1,0,10.99,0,1,0,0,0,1,0,0,0
-0.5153105516174421,-0.616808277252328,1.0,13,1,13.09,0,1,0,0,0,0,0,1,0
0.9586314028619557,0.10595058461792373,3.0,23,0,25.1,0,1,0,0,1,0,0,0,0
2.468782914026541,2.3728361312280315,6.0,8,1,64.3,0,0,1,0,0,0,1,0,0
1.3313768393271215,0.6852782304891177,1.0,6,1,31.11,0,1,0,0,1,0,0,0,0
0.5028169834131249,0.5978748332396918,4.0,17,1,31.4,0,0,1,0,0,1,0,0,0
-1.0989234064257587,-1.171483682873684,5.0,23,1,7.83,0,0,1,0,1,0,0,0,0
-0.9476952579170342,-1.0919241802492066,1.0,8,0,7.52,0,1,0,0,0,1,0,0,0
2.6519606713751367,2.6641807887261164,1.0,22,1,63.75,0,0,1,0,0,1,0,0,0
0.34093896529110984,0.7166538089889117,1.0,3,1,38.95,1,0,0,0,0,1,0,0,0
-1.1415228848789205,-1.171483682873684,2.0,8,0,8.43,0,0,1,0,1,0,0,0,0
-1.0648438236632292,-1.1670014573737135,2.0,3,0,9.68,1,0,0,0,0,1,0,0,0
0.6071857056233713,0.5261592252401629,1.0,11,0,22.5,0,1,0,0,1,0,0,0,0
-1.1415228848789205,-0.948492964250149,3.0,3,1,12.31,1,0,0,0,1,0,0,0,0
-0.9498252318396923,-0.985471324624906,1.0,23,0,14.48,0,0,0,1,0,1,0,0,0
0.10877180772137814,0.3569552126162747,3.0,19,0,27.48,0,0,1,0,0,1,0,0,0
0.7584138541320954,0.46901085011553856,1.0,13,0,25.22,0,1,0,0,1,0,0,0,0
0.5496764097116026,0.5989953896146847,2.0,23,0,32.7,0,0,1,0,0,1,0,0,0
-0.8156368747122328,-0.09799067563073648,1.0,23,0,11.03,0,0,1,0,0,1,0,0,0
0.8734324459556324,0.13396449399273969,1.0,6,0,25.38,0,1,0,0,1,0,0,0,0
-0.7858172397950195,-0.38037088212888126,2.0,12,1,16.92,1,0,0,0,0,1,0,0,0
-0.5770797953745267,-0.5406104437528286,1.0,21,0,8.92,0,1,0,0,0,0,1,0,0
1.0906897860667575,0.6169242916145669,1.0,7,0,31.14,0,1,0,0,0,1,0,0,0
0.5390265400983123,0.956452873237336,4.0,22,0,43.96,1,0,0,0,0,0,0,1,0
1.9767589378925228,2.640649104851272,1.0,4,0,68.63,1,0,0,0,1,0,0,0,0
0.5773660707061579,0.029752751118424358,3.0,11,0,26.04,0,1,0,0,0,0,0,1,0
0.1833208950144112,0.5866692694897657,1.0,12,0,32.48,1,0,0,0,0,1,0,0,0
-1.0797536411218358,-1.171483682873684,1.0,19,0,12.35,0,0,0,1,0,1,0,0,0
-0.4663211513963061,-0.632496066502225,1.0,13,0,10.97,0,1,0,0,0,0,1,0,0
-0.7219180221152768,-0.09799067563073648,6.0,17,0,11.72,0,0,1,0,1,0,0,0,0
-0.7709074223364129,-0.6134466081273501,1.0,23,0,15.37,1,0,0,0,1,0,0,0,0
-0.3960320119485891,-0.5204404290029612,6.0,3,0,16.39,0,1,0,0,0,0,0,1,0
2.5454619752422323,1.865224093356366,1.0,20,0,48.03,0,1,0,0,0,0,0,1,0
0.4516976092693306,0.3603168817412526,2.0,17,1,35.13,1,0,0,0,1,0,0,0,0
-0.0573661582459529,0.1899923127423716,1.0,14,0,27.5,1,0,0,0,0,1,0,0,0
0.21740047777694066,0.9967929027370713,1.0,20,0,46.31,0,0,0,1,1,0,0,0,0
-0.09144574100848235,-0.2615919063796618,1.0,5,0,19.81,0,0,1,0,1,0,0,0,0
-0.8774061184693173,-0.4700153921282924,3.0,15,0,15.2,0,0,0,1,1,0,0,0,0
0.9352016897127169,1.442774339984141,3.0,19,1,49.54,1,0,0,0,0,1,0,0,0
-0.6857084654300892,-0.6078438262523869,1.0,23,1,23.7,0,0,0,1,0,1,0,0,0
-1.1415228848789205,-1.171483682873684,1.0,7,1,5.29,0,1,0,0,1,0,0,0,0
0.5198567747943895,1.080834630861519,4.0,20,1,42.31,1,0,0,0,0,1,0,0,0
-0.9157456490771628,-1.0403785869995452,1.0,15,1,5.57,0,1,0,0,0,0,1,0,0
-0.4599312296283317,-0.5540571202527403,4.0,16,0,11.89,0,1,0,0,0,0,1,0,0
-1.1415228848789205,-1.171483682873684,1.0,8,0,11.47,0,0,0,1,0,1,0,0,0
-0.29592323758365896,0.14517005774266603,1.0,19,1,38.32,0,0,0,1,0,0,0,1,0
2.0193584163456846,1.7722179142319767,2.0,11,1,51.04,0,0,1,0,0,1,0,0,0
-0.6537588565902179,-0.8767773562506201,1.0,18,0,10.33,0,1,0,0,1,0,0,0,0
-0.41946172509782803,-0.5562982330027255,1.0,15,1,15.52,0,0,1,0,1,0,0,0,0
1.9980586771191036,2.0803709173549523,3.0,21,0,50.13,0,0,1,0,1,0,0,0,0
-0.5983795346011076,-1.1434697734988681,2.0,23,0,13.53,0,0,1,0,1,0,0,0,0
-0.9306554665357695,-1.1434697734988681,1.0,16,1,8.24,0,0,1,0,0,0,0,1,0
0.13859144263859133,-0.010587278381310758,2.0,19,0,22.66,0,1,0,0,0,0,1,0,0
0.7818435672813343,0.046561096743313775,2.0,0,0,25.1,0,1,0,0,1,0,0,0,0
0.18971081678238552,0.3222179649915029,1.0,1,0,40.53,1,0,0,0,0,0,0,0,1
-1.0733637193538614,-1.0459813688745083,1.0,7,0,7.54,0,1,0,0,0,1,0,0,0
0.3792784958989554,0.26506958986687834,3.0,21,0,30.07,0,0,1,0,0,0,1,0,0
-0.990294736370196,-0.8599690106257306,2.0,18,1,15.53,1,0,0,0,0,0,0,1,0
-0.004116810179500657,0.02751163836843893,1.0,8,0,25.82,0,0,1,0,0,0,0,1,0
2.328204635131107,1.2556414253603707,2.0,8,0,40.24,0,1,0,0,1,0,0,0,0
1.052350255458912,1.0068779101120051,3.0,12,0,34.73,0,0,1,0,1,0,0,0,0
0.7861035151266508,1.4752704748589278,1.0,5,0,56.24,0,0,0,1,1,0,0,0,0
0.8180531239665217,2.0770092482299742,1.0,14,1,58.18,0,0,0,1,1,0,0,0,0
-0.489750864545545,-0.40950534787869,2.0,18,0,16.38,0,1,0,0,0,0,0,0,1
-0.655888830512876,-0.6235316155022839,3.0,20,1,18.87,1,0,0,0,1,0,0,0,0
1.5763238404328017,1.1839258173608418,1.0,14,0,36.72,0,1,0,0,0,0,0,1,0
1.5827137622007759,0.7805255223634922,2.0,17,0,41.12,0,1,0,0,0,0,0,1,0
2.189756330158332,2.0758886918549817,2.0,6,0,54.17,0,0,1,0,1,0,0,0,0
2.9182074117073977,1.8730679879813146,2.0,10,0,50.12,0,1,0,0,0,1,0,0,0
-0.02754652332873952,0.20343898924228318,2.0,7,0,31.68,1,0,0,0,1,0,0,0,0
-0.061626106091268985,0.5104714359902663,2.0,5,0,35.43,0,0,0,1,1,0,0,0,0
1.480475013913188,0.8690494759879105,1.0,7,0,41.98,0,1,0,0,0,0,0,0,1
0.5411565140209703,0.10819169736790896,1.0,1,1,24.36,0,1,0,0,1,0,0,0,0
0.8137931761212057,0.7782844096135065,2.0,18,1,36.62,0,0,1,0,1,0,0,0,0
1.4591752746866071,1.6680061713576615,1.0,15,0,49.45,0,0,1,0,0,0,0,1,0
-0.5451301865346554,0.006221067243578856,2.0,9,0,23.58,1,0,0,0,0,1,0,0,0
-0.44502141216972513,-0.5697449095026372,1.0,11,1,17.55,0,0,1,0,0,0,0,1,0
-1.0797536411218358,-1.134505322498927,2.0,16,0,4.74,0,0,1,0,1,0,0,0,0
0.22379039954491498,0.814142213613271,1.0,6,0,37.75,1,0,0,0,0,0,0,1,0
-1.1415228848789205,-1.0639102708743906,1.0,21,0,3.75,0,1,0,0,0,0,1,0,0
-0.1809046457601221,0.43651471524075197,1.0,7,0,35.71,0,0,0,1,1,0,0,0,0
0.0853420945721391,0.047681653118306584,4.0,6,0,15.26,0,1,0,0,0,1,0,0,0
-0.6729286218941407,-0.7535161550014299,1.0,3,0,12.1,0,0,1,0,1,0,0,0,0
0.27490977368870917,0.12387948661780596,2.0,2,1,20.74,0,1,0,0,1,0,0,0,0
-1.1415228848789205,-1.171483682873684,1.0,18,0,6.68,0,0,1,0,1,0,0,0,0
-1.1415228848789205,-1.085200841999251,1.0,14,0,4.77,0,0,1,0,0,1,0,0,0
1.697732354024313,2.4456722956025527,1.0,3,0,66.45,1,0,0,0,0,0,1,0,0
-0.487620890622887,-0.09687011925574386,3.0,8,0,22.96,1,0,0,0,0,1,0,0,0
-1.0158544234420932,-0.895826814625495,1.0,12,1,9.24,0,0,1,0,0,0,0,1,0
0.01079300727910603,0.003979954493593628,1.0,17,1,23.59,0,0,1,0,1,0,0,0,0
1.2568277520340883,1.7094667572323892,2.0,20,0,55.83,1,0,0,0,1,0,0,0,0
-0.8348066400161556,-0.8521251160007821,1.0,15,0,15.13,1,0,0,0,0,0,0,0,1
0.4133580786614849,-0.04420396963108979,1.0,0,0,22.96,0,1,0,0,0,0,1,0,0
-1.0967934325031006,-1.171483682873684,1.0,3,0,9.41,1,0,0,0,1,0,0,0,0
-1.1415228848789205,-0.7333461402515624,1.0,17,0,12.36,0,0,0,1,0,1,0,0,0
0.04274261611897726,0.2135239966172169,2.0,7,1,23.84,0,0,1,0,1,0,0,0,0
0.07682219888150672,0.080177787993093,1.0,19,0,25.83,0,0,1,0,0,1,0,0,0
0.4815172441865436,0.6045981714896479,1.0,15,0,32.83,0,0,1,0,0,0,0,1,0
0.9586314028619557,1.061785172486644,4.0,20,1,44.6,0,0,1,0,0,0,0,1,0
-0.010506731947474979,0.080177787993093,3.0,19,1,24.23,0,0,1,0,1,0,0,0,0
-0.583469717142501,-0.0027433837563622583,4.0,20,0,26.94,0,0,0,1,1,0,0,0,0
1.4549153268412907,1.2309891851105328,2.0,20,1,51.43,0,0,1,0,0,0,0,1,0
-0.7091381785793283,-1.171483682873684,2.0,20,0,11.3,0,1,0,0,0,1,0,0,0
-0.26397362874378755,-0.34003085262914634,2.0,18,0,26.85,1,0,0,0,0,0,1,0,0
-1.109573276039049,-1.168122013748706,3.0,22,0,8.7,0,0,1,0,0,0,0,1,0
-1.1415228848789205,-1.171483682873684,2.0,18,0,7.61,0,0,1,0,1,0,0,0,0
1.8319207111517728,1.000154571862049,3.0,18,1,39.82,0,1,0,0,0,1,0,0,0
